Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Euros
2020,9,Sant Andreu,62,el Congrés i els Indians,77,18617.29
2020,9,Sant Andreu,62,el Congrés i els Indians,78,17740.02
2020,9,Sant Andreu,62,el Congrés i els Indians,79,19727.36
2020,9,Sant Andreu,62,el Congrés i els Indians,80,18523.66
2020,9,Sant Andreu,62,el Congrés i els Indians,81,18803.14
2020,9,Sant Andreu,62,el Congrés i els Indians,82,18350.18
2020,9,Sant Andreu,63,Navas,83,20003.79
2020,9,Sant Andreu,63,Navas,84,21558.06
2020,9,Sant Andreu,63,Navas,85,19822.37
2020,9,Sant Andreu,63,Navas,86,18394.34
2020,9,Sant Andreu,63,Navas,87,20484.45
2020,9,Sant Andreu,63,Navas,88,17290.31
2020,9,Sant Andreu,63,Navas,89,17543.45
2020,9,Sant Andreu,63,Navas,90,18062.13
2020,9,Sant Andreu,63,Navas,91,18781.09
2020,9,Sant Andreu,63,Navas,92,18609.76
2020,9,Sant Andreu,63,Navas,93,19111.79
2020,9,Sant Andreu,63,Navas,94,18765.3
2020,9,Sant Andreu,63,Navas,95,18729.84
2020,9,Sant Andreu,61,la Sagrera,156,17813.53
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,1,17284.1
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,2,18660.06
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,3,19292.22
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,4,19382.69
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,5,19748.87
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,6,21811.81
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,7,25139.72
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,8,19169.75
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,9,20027.9
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,10,18586.47
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,11,22343.82
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,12,20986.7
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,13,19506.07
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,14,18670.55
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,15,20123.3
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,16,21057.45
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,17,19359.27
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,18,18569.68
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,19,19922.62
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,20,16641.11
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,21,17689.9
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,22,19205.96
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,23,18845.67
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,24,20599.69
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,25,18816.16
2020,10,Sant Martí,65,el Clot,26,18244.1
2020,10,Sant Martí,65,el Clot,27,20078.75
2020,10,Sant Martí,65,el Clot,28,18609.78
2020,10,Sant Martí,65,el Clot,29,17984.5
2020,10,Sant Martí,65,el Clot,30,18792.69
2020,10,Sant Martí,65,el Clot,31,19440.16
2020,10,Sant Martí,65,el Clot,32,20413.28
2020,10,Sant Martí,65,el Clot,33,22398.51
2020,10,Sant Martí,65,el Clot,34,18266.8
2020,10,Sant Martí,65,el Clot,35,21368.56
2020,10,Sant Martí,65,el Clot,36,21964.39
2020,10,Sant Martí,65,el Clot,37,14950.77
2020,10,Sant Martí,65,el Clot,38,19091.83
2020,10,Sant Martí,65,el Clot,39,17526.86
2020,10,Sant Martí,65,el Clot,40,18952.04
2020,10,Sant Martí,65,el Clot,41,18472.83
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,42,17280.69
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,43,18124.12
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,44,20203.84
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,45,22549.27
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,46,22622.28
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,47,22140.63
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,48,23068.43
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,49,20488.2
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,50,21505.32
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,51,23169.77
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,52,28825.81
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,53,34362.04
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,54,27806.66
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,55,30002.01
2020,10,Sant Martí,68,el Poblenou,56,17696.13
2020,10,Sant Martí,68,el Poblenou,57,18681.09
2020,10,Sant Martí,68,el Poblenou,58,17779.94
2020,10,Sant Martí,68,el Poblenou,59,20733.33
2020,10,Sant Martí,68,el Poblenou,60,18304.72
2020,10,Sant Martí,68,el Poblenou,61,22570.73
2020,10,Sant Martí,68,el Poblenou,62,22354.28
2020,10,Sant Martí,68,el Poblenou,63,21666.55
2020,10,Sant Martí,68,el Poblenou,64,22501.33
2020,10,Sant Martí,68,el Poblenou,65,21699.05
2020,10,Sant Martí,68,el Poblenou,66,20898.62
2020,10,Sant Martí,68,el Poblenou,67,27875.94
2020,10,Sant Martí,68,el Poblenou,68,23747.99
2020,10,Sant Martí,68,el Poblenou,69,24575.09
2020,10,Sant Martí,68,el Poblenou,70,19390.82
2020,10,Sant Martí,68,el Poblenou,71,22592.56
2020,10,Sant Martí,68,el Poblenou,72,19847.97
2020,10,Sant Martí,68,el Poblenou,73,18074.32
2020,10,Sant Martí,68,el Poblenou,74,18107.56
2020,10,Sant Martí,68,el Poblenou,75,17796.1
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,76,23611.69
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,77,25771.48
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,78,26375.06
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,79,21907.17
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,80,32227.43
2020,10,Sant Martí,70,el Besòs i el Maresme,81,13764
2020,10,Sant Martí,70,el Besòs i el Maresme,82,8922.64
2020,10,Sant Martí,70,el Besòs i el Maresme,83,7499.82
2020,10,Sant Martí,70,el Besòs i el Maresme,84,10842.05
2020,10,Sant Martí,70,el Besòs i el Maresme,85,9511.96
2020,10,Sant Martí,70,el Besòs i el Maresme,86,11493.08
2020,10,Sant Martí,70,el Besòs i el Maresme,87,11270.58
2020,10,Sant Martí,70,el Besòs i el Maresme,88,15644.45
2020,10,Sant Martí,70,el Besòs i el Maresme,89,11734.48
2020,10,Sant Martí,70,el Besòs i el Maresme,90,12950.6
2020,10,Sant Martí,70,el Besòs i el Maresme,91,14696.53
2020,10,Sant Martí,70,el Besòs i el Maresme,92,18212.71
2020,10,Sant Martí,70,el Besòs i el Maresme,93,18858.87
2020,10,Sant Martí,71,Provençals del Poblenou,94,21068.46
2020,10,Sant Martí,71,Provençals del Poblenou,95,16673.02
2020,10,Sant Martí,71,Provençals del Poblenou,96,22000.16
2020,10,Sant Martí,71,Provençals del Poblenou,97,22298.29
2020,10,Sant Martí,71,Provençals del Poblenou,98,20277.48
2020,10,Sant Martí,71,Provençals del Poblenou,99,13794.69
2020,10,Sant Martí,71,Provençals del Poblenou,100,16350.27
2020,10,Sant Martí,71,Provençals del Poblenou,101,16446.69
2020,10,Sant Martí,71,Provençals del Poblenou,102,15817.76
2020,10,Sant Martí,71,Provençals del Poblenou,103,17789.74
2020,10,Sant Martí,71,Provençals del Poblenou,104,20261.29
2020,10,Sant Martí,72,Sant Martí de Provençals,105,18676.07
2020,10,Sant Martí,72,Sant Martí de Provençals,106,17736.97
2020,10,Sant Martí,72,Sant Martí de Provençals,107,23012.27
2020,10,Sant Martí,72,Sant Martí de Provençals,108,17059.74
2020,10,Sant Martí,72,Sant Martí de Provençals,109,16167.39
2020,10,Sant Martí,72,Sant Martí de Provençals,110,15811.97
2020,10,Sant Martí,72,Sant Martí de Provençals,111,16548.12
2020,10,Sant Martí,72,Sant Martí de Provençals,112,21350.6
2020,10,Sant Martí,72,Sant Martí de Provençals,113,16888.32
2020,10,Sant Martí,72,Sant Martí de Provençals,114,14384.16
2020,10,Sant Martí,72,Sant Martí de Provençals,115,15635.49
2020,10,Sant Martí,72,Sant Martí de Provençals,116,14560.7
2020,10,Sant Martí,72,Sant Martí de Provençals,117,16703.22
2020,10,Sant Martí,72,Sant Martí de Provençals,118,21158.64
2020,10,Sant Martí,72,Sant Martí de Provençals,119,15283.87
2020,10,Sant Martí,72,Sant Martí de Provençals,120,16281.99
2020,10,Sant Martí,72,Sant Martí de Provençals,121,15550.04
2020,10,Sant Martí,72,Sant Martí de Provençals,122,19481.52
2020,10,Sant Martí,73,la Verneda i la Pau,123,17347.26
2020,10,Sant Martí,73,la Verneda i la Pau,124,17943.9
2020,10,Sant Martí,73,la Verneda i la Pau,125,15923.44
2020,10,Sant Martí,73,la Verneda i la Pau,126,17495.3
2020,10,Sant Martí,73,la Verneda i la Pau,127,18207.29
2020,10,Sant Martí,73,la Verneda i la Pau,128,18732.54
2020,10,Sant Martí,73,la Verneda i la Pau,129,18775.44
2020,10,Sant Martí,73,la Verneda i la Pau,130,17449.88
2020,10,Sant Martí,73,la Verneda i la Pau,131,20782.2
2020,10,Sant Martí,73,la Verneda i la Pau,132,16313.18
2020,10,Sant Martí,73,la Verneda i la Pau,133,14940.32
2020,10,Sant Martí,73,la Verneda i la Pau,134,15299.89
2020,10,Sant Martí,73,la Verneda i la Pau,135,15559.23
2020,10,Sant Martí,73,la Verneda i la Pau,136,16305.99
2020,10,Sant Martí,73,la Verneda i la Pau,137,13911.85
2020,10,Sant Martí,73,la Verneda i la Pau,138,12218.67
2020,10,Sant Martí,73,la Verneda i la Pau,139,13384.4
2020,10,Sant Martí,73,la Verneda i la Pau,140,13388.74
2020,10,Sant Martí,73,la Verneda i la Pau,141,13865.41
2020,10,Sant Martí,73,la Verneda i la Pau,142,12691.12
2020,10,Sant Martí,73,la Verneda i la Pau,143,14471.43
2020,10,Sant Martí,65,el Clot,234,18837.63
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,235,16365.04
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,236,16976.81
2020,10,Sant Martí,71,Provençals del Poblenou,237,15624.94
