Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Valor,SEXE,EDAT_1
2021-01-01,1,Ciutat Vella,1,el Raval,2,34,1,5
2021-01-01,1,Ciutat Vella,1,el Raval,2,34,1,6
2021-01-01,1,Ciutat Vella,1,el Raval,2,49,1,7
2021-01-01,1,Ciutat Vella,1,el Raval,2,33,1,8
2021-01-01,1,Ciutat Vella,1,el Raval,2,45,1,9
2021-01-01,1,Ciutat Vella,1,el Raval,2,31,1,10
2021-01-01,1,Ciutat Vella,1,el Raval,2,41,1,11
2021-01-01,1,Ciutat Vella,1,el Raval,2,33,1,12
2021-01-01,1,Ciutat Vella,1,el Raval,2,26,1,13
2021-01-01,1,Ciutat Vella,1,el Raval,2,27,1,14
2021-01-01,1,Ciutat Vella,1,el Raval,2,31,1,15
2021-01-01,1,Ciutat Vella,1,el Raval,2,28,1,16
2021-01-01,1,Ciutat Vella,1,el Raval,2,29,1,17
2021-01-01,1,Ciutat Vella,1,el Raval,2,31,1,18
2021-01-01,1,Ciutat Vella,1,el Raval,2,26,1,19
2021-01-01,1,Ciutat Vella,1,el Raval,2,30,1,20
2021-01-01,1,Ciutat Vella,1,el Raval,2,34,1,21
2021-01-01,1,Ciutat Vella,1,el Raval,2,39,1,22
2021-01-01,1,Ciutat Vella,1,el Raval,2,46,1,23
2021-01-01,1,Ciutat Vella,1,el Raval,2,38,1,24
2021-01-01,1,Ciutat Vella,1,el Raval,2,64,1,25
2021-01-01,1,Ciutat Vella,1,el Raval,2,68,1,26
2021-01-01,1,Ciutat Vella,1,el Raval,2,71,1,27
2021-01-01,1,Ciutat Vella,1,el Raval,2,63,1,28
2021-01-01,1,Ciutat Vella,1,el Raval,2,60,1,29
2021-01-01,1,Ciutat Vella,1,el Raval,2,68,1,30
2021-01-01,1,Ciutat Vella,1,el Raval,2,52,1,31
2021-01-01,1,Ciutat Vella,1,el Raval,2,62,1,32
2021-01-01,1,Ciutat Vella,1,el Raval,2,65,1,33
2021-01-01,1,Ciutat Vella,1,el Raval,2,53,1,34
2021-01-01,1,Ciutat Vella,1,el Raval,2,60,1,35
2021-01-01,1,Ciutat Vella,1,el Raval,2,56,1,36
2021-01-01,1,Ciutat Vella,1,el Raval,2,56,1,37
2021-01-01,1,Ciutat Vella,1,el Raval,2,43,1,38
2021-01-01,1,Ciutat Vella,1,el Raval,2,50,1,39
2021-01-01,1,Ciutat Vella,1,el Raval,2,51,1,40
2021-01-01,1,Ciutat Vella,1,el Raval,2,50,1,41
2021-01-01,1,Ciutat Vella,1,el Raval,2,28,1,42
2021-01-01,1,Ciutat Vella,1,el Raval,2,40,1,43
2021-01-01,1,Ciutat Vella,1,el Raval,2,35,1,44
2021-01-01,1,Ciutat Vella,1,el Raval,2,45,1,45
2021-01-01,1,Ciutat Vella,1,el Raval,2,41,1,46
2021-01-01,1,Ciutat Vella,1,el Raval,2,39,1,47
2021-01-01,1,Ciutat Vella,1,el Raval,2,36,1,48
2021-01-01,1,Ciutat Vella,1,el Raval,2,39,1,49
2021-01-01,1,Ciutat Vella,1,el Raval,2,44,1,50
2021-01-01,1,Ciutat Vella,1,el Raval,2,26,1,51
2021-01-01,1,Ciutat Vella,1,el Raval,2,35,1,52
2021-01-01,1,Ciutat Vella,1,el Raval,2,30,1,53
2021-01-01,1,Ciutat Vella,1,el Raval,2,31,1,54
2021-01-01,1,Ciutat Vella,1,el Raval,2,35,1,55
2021-01-01,1,Ciutat Vella,1,el Raval,2,36,1,56
2021-01-01,1,Ciutat Vella,1,el Raval,2,30,1,57
2021-01-01,1,Ciutat Vella,1,el Raval,2,38,1,58
2021-01-01,1,Ciutat Vella,1,el Raval,2,30,1,59
2021-01-01,1,Ciutat Vella,1,el Raval,2,26,1,60
2021-01-01,1,Ciutat Vella,1,el Raval,2,25,1,61
2021-01-01,1,Ciutat Vella,1,el Raval,2,25,1,62
2021-01-01,1,Ciutat Vella,1,el Raval,2,22,1,63
2021-01-01,1,Ciutat Vella,1,el Raval,2,29,1,64
2021-01-01,1,Ciutat Vella,1,el Raval,2,23,1,65
2021-01-01,1,Ciutat Vella,1,el Raval,2,20,1,66
2021-01-01,1,Ciutat Vella,1,el Raval,2,18,1,67
2021-01-01,1,Ciutat Vella,1,el Raval,2,9,1,68
2021-01-01,1,Ciutat Vella,1,el Raval,2,10,1,69
2021-01-01,1,Ciutat Vella,1,el Raval,2,10,1,70
2021-01-01,1,Ciutat Vella,1,el Raval,2,24,1,71
2021-01-01,1,Ciutat Vella,1,el Raval,2,16,1,72
2021-01-01,1,Ciutat Vella,1,el Raval,2,25,1,73
2021-01-01,1,Ciutat Vella,1,el Raval,2,15,1,74
2021-01-01,1,Ciutat Vella,1,el Raval,2,19,1,75
2021-01-01,1,Ciutat Vella,1,el Raval,2,16,1,76
2021-01-01,1,Ciutat Vella,1,el Raval,2,10,1,77
2021-01-01,1,Ciutat Vella,1,el Raval,2,17,1,78
2021-01-01,1,Ciutat Vella,1,el Raval,2,8,1,79
2021-01-01,1,Ciutat Vella,1,el Raval,2,14,1,80
2021-01-01,1,Ciutat Vella,1,el Raval,2,11,1,81
2021-01-01,1,Ciutat Vella,1,el Raval,2,..,1,82
2021-01-01,1,Ciutat Vella,1,el Raval,2,10,1,83
2021-01-01,1,Ciutat Vella,1,el Raval,2,10,1,84
2021-01-01,1,Ciutat Vella,1,el Raval,2,6,1,85
2021-01-01,1,Ciutat Vella,1,el Raval,2,16,1,86
2021-01-01,1,Ciutat Vella,1,el Raval,2,11,1,87
2021-01-01,1,Ciutat Vella,1,el Raval,2,8,1,88
2021-01-01,1,Ciutat Vella,1,el Raval,2,9,1,89
2021-01-01,1,Ciutat Vella,1,el Raval,2,7,1,90
2021-01-01,1,Ciutat Vella,1,el Raval,2,5,1,91
2021-01-01,1,Ciutat Vella,1,el Raval,2,6,1,92
2021-01-01,1,Ciutat Vella,1,el Raval,2,..,1,93
2021-01-01,1,Ciutat Vella,1,el Raval,2,..,1,94
2021-01-01,1,Ciutat Vella,1,el Raval,2,5,1,95
2021-01-01,1,Ciutat Vella,1,el Raval,2,..,1,96
2021-01-01,1,Ciutat Vella,1,el Raval,2,..,1,97
2021-01-01,1,Ciutat Vella,1,el Raval,2,..,1,98
2021-01-01,1,Ciutat Vella,1,el Raval,2,..,1,99
2021-01-01,1,Ciutat Vella,1,el Raval,2,36,2,0
2021-01-01,1,Ciutat Vella,1,el Raval,2,36,2,1
2021-01-01,1,Ciutat Vella,1,el Raval,2,41,2,2
2021-01-01,1,Ciutat Vella,1,el Raval,2,37,2,3
2021-01-01,1,Ciutat Vella,1,el Raval,2,39,2,4
2021-01-01,1,Ciutat Vella,1,el Raval,2,39,2,5
2021-01-01,1,Ciutat Vella,1,el Raval,2,34,2,6
2021-01-01,1,Ciutat Vella,1,el Raval,2,46,2,7
2021-01-01,1,Ciutat Vella,1,el Raval,2,45,2,8
2021-01-01,1,Ciutat Vella,1,el Raval,2,31,2,9
2021-01-01,1,Ciutat Vella,1,el Raval,2,37,2,10
2021-01-01,1,Ciutat Vella,1,el Raval,2,39,2,11
2021-01-01,1,Ciutat Vella,1,el Raval,2,39,2,12
2021-01-01,1,Ciutat Vella,1,el Raval,2,22,2,13
2021-01-01,1,Ciutat Vella,1,el Raval,2,29,2,14
2021-01-01,1,Ciutat Vella,1,el Raval,2,39,2,15
2021-01-01,1,Ciutat Vella,1,el Raval,2,42,2,16
2021-01-01,1,Ciutat Vella,1,el Raval,2,48,2,17
2021-01-01,1,Ciutat Vella,1,el Raval,2,58,2,18
2021-01-01,1,Ciutat Vella,1,el Raval,2,61,2,19
2021-01-01,1,Ciutat Vella,1,el Raval,2,43,2,20
2021-01-01,1,Ciutat Vella,1,el Raval,2,40,2,21
2021-01-01,1,Ciutat Vella,1,el Raval,2,36,2,22
2021-01-01,1,Ciutat Vella,1,el Raval,2,57,2,23
2021-01-01,1,Ciutat Vella,1,el Raval,2,54,2,24
2021-01-01,1,Ciutat Vella,1,el Raval,2,76,2,25
2021-01-01,1,Ciutat Vella,1,el Raval,2,65,2,26
2021-01-01,1,Ciutat Vella,1,el Raval,2,86,2,27
2021-01-01,1,Ciutat Vella,1,el Raval,2,94,2,28
2021-01-01,1,Ciutat Vella,1,el Raval,2,81,2,29
2021-01-01,1,Ciutat Vella,1,el Raval,2,79,2,30
2021-01-01,1,Ciutat Vella,1,el Raval,2,108,2,31
2021-01-01,1,Ciutat Vella,1,el Raval,2,84,2,32
2021-01-01,1,Ciutat Vella,1,el Raval,2,77,2,33
2021-01-01,1,Ciutat Vella,1,el Raval,2,85,2,34
2021-01-01,1,Ciutat Vella,1,el Raval,2,75,2,35
2021-01-01,1,Ciutat Vella,1,el Raval,2,79,2,36
2021-01-01,1,Ciutat Vella,1,el Raval,2,69,2,37
2021-01-01,1,Ciutat Vella,1,el Raval,2,69,2,38
2021-01-01,1,Ciutat Vella,1,el Raval,2,77,2,39
2021-01-01,1,Ciutat Vella,1,el Raval,2,75,2,40
2021-01-01,1,Ciutat Vella,1,el Raval,2,64,2,41
2021-01-01,1,Ciutat Vella,1,el Raval,2,65,2,42
2021-01-01,1,Ciutat Vella,1,el Raval,2,56,2,43
2021-01-01,1,Ciutat Vella,1,el Raval,2,57,2,44
2021-01-01,1,Ciutat Vella,1,el Raval,2,74,2,45
2021-01-01,1,Ciutat Vella,1,el Raval,2,47,2,46
2021-01-01,1,Ciutat Vella,1,el Raval,2,51,2,47
2021-01-01,1,Ciutat Vella,1,el Raval,2,62,2,48
2021-01-01,1,Ciutat Vella,1,el Raval,2,49,2,49
2021-01-01,1,Ciutat Vella,1,el Raval,2,50,2,50
2021-01-01,1,Ciutat Vella,1,el Raval,2,63,2,51
2021-01-01,1,Ciutat Vella,1,el Raval,2,47,2,52
2021-01-01,1,Ciutat Vella,1,el Raval,2,35,2,53
2021-01-01,1,Ciutat Vella,1,el Raval,2,28,2,54
2021-01-01,1,Ciutat Vella,1,el Raval,2,49,2,55
2021-01-01,1,Ciutat Vella,1,el Raval,2,33,2,56
2021-01-01,1,Ciutat Vella,1,el Raval,2,29,2,57
2021-01-01,1,Ciutat Vella,1,el Raval,2,30,2,58
2021-01-01,1,Ciutat Vella,1,el Raval,2,21,2,59
2021-01-01,1,Ciutat Vella,1,el Raval,2,31,2,60
2021-01-01,1,Ciutat Vella,1,el Raval,2,37,2,61
2021-01-01,1,Ciutat Vella,1,el Raval,2,17,2,62
2021-01-01,1,Ciutat Vella,1,el Raval,2,20,2,63
2021-01-01,1,Ciutat Vella,1,el Raval,2,22,2,64
2021-01-01,1,Ciutat Vella,1,el Raval,2,23,2,65
2021-01-01,1,Ciutat Vella,1,el Raval,2,21,2,66
2021-01-01,1,Ciutat Vella,1,el Raval,2,22,2,67
2021-01-01,1,Ciutat Vella,1,el Raval,2,22,2,68
2021-01-01,1,Ciutat Vella,1,el Raval,2,17,2,69
2021-01-01,1,Ciutat Vella,1,el Raval,2,14,2,70
2021-01-01,1,Ciutat Vella,1,el Raval,2,16,2,71
2021-01-01,1,Ciutat Vella,1,el Raval,2,16,2,72
2021-01-01,1,Ciutat Vella,1,el Raval,2,10,2,73
2021-01-01,1,Ciutat Vella,1,el Raval,2,15,2,74
2021-01-01,1,Ciutat Vella,1,el Raval,2,14,2,75
2021-01-01,1,Ciutat Vella,1,el Raval,2,14,2,76
2021-01-01,1,Ciutat Vella,1,el Raval,2,11,2,77
2021-01-01,1,Ciutat Vella,1,el Raval,2,9,2,78
2021-01-01,1,Ciutat Vella,1,el Raval,2,5,2,79
2021-01-01,1,Ciutat Vella,1,el Raval,2,8,2,80
2021-01-01,1,Ciutat Vella,1,el Raval,2,7,2,81
2021-01-01,1,Ciutat Vella,1,el Raval,2,8,2,82
2021-01-01,1,Ciutat Vella,1,el Raval,2,7,2,83
2021-01-01,1,Ciutat Vella,1,el Raval,2,10,2,84
2021-01-01,1,Ciutat Vella,1,el Raval,2,6,2,85
2021-01-01,1,Ciutat Vella,1,el Raval,2,7,2,86
2021-01-01,1,Ciutat Vella,1,el Raval,2,7,2,87
2021-01-01,1,Ciutat Vella,1,el Raval,2,9,2,88
2021-01-01,1,Ciutat Vella,1,el Raval,2,5,2,89
2021-01-01,1,Ciutat Vella,1,el Raval,2,..,2,90
2021-01-01,1,Ciutat Vella,1,el Raval,2,..,2,92
2021-01-01,1,Ciutat Vella,1,el Raval,2,..,2,93
2021-01-01,1,Ciutat Vella,1,el Raval,2,..,2,94
2021-01-01,1,Ciutat Vella,1,el Raval,2,..,2,96
2021-01-01,1,Ciutat Vella,1,el Raval,3,26,1,0
2021-01-01,1,Ciutat Vella,1,el Raval,3,20,1,1
2021-01-01,1,Ciutat Vella,1,el Raval,3,22,1,2
2021-01-01,1,Ciutat Vella,1,el Raval,3,27,1,3
2021-01-01,1,Ciutat Vella,1,el Raval,3,21,1,4
2021-01-01,1,Ciutat Vella,1,el Raval,3,22,1,5
2021-01-01,1,Ciutat Vella,1,el Raval,3,15,1,6
2021-01-01,1,Ciutat Vella,1,el Raval,3,22,1,7
2021-01-01,1,Ciutat Vella,1,el Raval,3,24,1,8
2021-01-01,1,Ciutat Vella,1,el Raval,3,29,1,9
2021-01-01,1,Ciutat Vella,1,el Raval,3,24,1,10
2021-01-01,1,Ciutat Vella,1,el Raval,3,19,1,11
2021-01-01,1,Ciutat Vella,1,el Raval,3,19,1,12
2021-01-01,1,Ciutat Vella,1,el Raval,3,22,1,13
2021-01-01,1,Ciutat Vella,1,el Raval,3,18,1,14
2021-01-01,1,Ciutat Vella,1,el Raval,3,19,1,15
2021-01-01,1,Ciutat Vella,1,el Raval,3,21,1,16
2021-01-01,1,Ciutat Vella,1,el Raval,3,20,1,17
2021-01-01,1,Ciutat Vella,1,el Raval,3,15,1,18
2021-01-01,1,Ciutat Vella,1,el Raval,3,26,1,19
2021-01-01,1,Ciutat Vella,1,el Raval,3,20,1,20
2021-01-01,1,Ciutat Vella,1,el Raval,3,30,1,21
2021-01-01,1,Ciutat Vella,1,el Raval,3,33,1,22
2021-01-01,1,Ciutat Vella,1,el Raval,3,39,1,23
2021-01-01,1,Ciutat Vella,1,el Raval,3,51,1,24
2021-01-01,1,Ciutat Vella,1,el Raval,3,54,1,25
2021-01-01,1,Ciutat Vella,1,el Raval,3,68,1,26
2021-01-01,1,Ciutat Vella,1,el Raval,3,84,1,27
