Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Distribucio_P80_20,Import_Renda_Disponible,Index_Gini,Import_Renda_Neta,Import_Renda_Bruta,Edat_Mitjana
2021,9,Sant Andreu,60,Sant Andreu,39,2.3,21218.84,27.4,16853,20648,45.77223661485319
2021,9,Sant Andreu,60,Sant Andreu,40,2.4,22742.3,29.3,17812,22593,44.70721307592088
2021,9,Sant Andreu,60,Sant Andreu,41,2.2,20242.53,25.9,16135,19686,44.70721307592088
2021,9,Sant Andreu,60,Sant Andreu,42,2.6,23265.41,29.4,18375,23391,44.70721307592088
2021,9,Sant Andreu,60,Sant Andreu,43,2.3,19529.0,26.6,15506,18938,44.70721307592088
2021,9,Sant Andreu,60,Sant Andreu,44,2.7,21483.31,30.3,16988,21294,44.70721307592088
2021,9,Sant Andreu,60,Sant Andreu,45,2.4,21798.98,27.8,17245,21327,44.70721307592088
2021,9,Sant Andreu,60,Sant Andreu,46,2.3,23096.91,26.5,18308,23084,45.634752347037875
2021,9,Sant Andreu,60,Sant Andreu,47,2.5,23050.52,29.5,18227,23112,45.634752347037875
2021,9,Sant Andreu,60,Sant Andreu,48,2.3,20754.53,27.6,16582,20297,45.634752347037875
2021,9,Sant Andreu,60,Sant Andreu,49,2.8,19471.71,32.4,15688,19119,45.634752347037875
2021,9,Sant Andreu,60,Sant Andreu,50,2.8,22428.8,32.5,17883,22574,45.634752347037875
2021,9,Sant Andreu,60,Sant Andreu,51,2.7,22243.85,29.1,17686,21913,45.634752347037875
2021,9,Sant Andreu,60,Sant Andreu,52,2.3,20973.8,26.7,16678,20543,45.634752347037875
2021,9,Sant Andreu,60,Sant Andreu,53,2.4,22864.99,28.5,18243,22896,45.634752347037875
2021,9,Sant Andreu,60,Sant Andreu,54,2.5,22266.47,28.3,17824,22076,45.634752347037875
2021,9,Sant Andreu,61,la Sagrera,55,2.5,16820.72,26.5,13809,16391,45.69590294351631
2021,9,Sant Andreu,61,la Sagrera,56,2.4,20889.65,26.4,16945,20384,45.69590294351631
2021,9,Sant Andreu,61,la Sagrera,57,2.9,18432.68,30.8,14733,17940,45.69590294351631
2021,9,Sant Andreu,61,la Sagrera,58,3.1,21329.01,32.5,16714,21115,45.69590294351631
2021,9,Sant Andreu,61,la Sagrera,59,2.7,20217.22,29.8,15977,19918,45.69590294351631
2021,9,Sant Andreu,61,la Sagrera,60,2.4,19857.07,27.6,15781,19235,45.69590294351631
2021,9,Sant Andreu,61,la Sagrera,61,2.2,23335.92,24.8,18307,23042,41.2398236092266
2021,9,Sant Andreu,61,la Sagrera,62,2.7,21022.11,29.6,16406,20548,41.2398236092266
2021,9,Sant Andreu,61,la Sagrera,63,2.4,23131.03,27.5,18082,22695,45.37613559322034
2021,9,Sant Andreu,61,la Sagrera,64,2.4,21467.02,26.7,17207,21138,45.37613559322034
2021,9,Sant Andreu,61,la Sagrera,65,2.8,19235.44,29.3,15430,18812,45.37613559322034
2021,9,Sant Andreu,61,la Sagrera,66,2.4,22391.17,27.8,17764,22144,45.37613559322034
2021,9,Sant Andreu,61,la Sagrera,67,2.6,18331.69,29.9,14608,17643,45.37613559322034
2021,9,Sant Andreu,61,la Sagrera,68,2.4,21253.57,28.5,16871,20865,46.21705084371898
2021,9,Sant Andreu,61,la Sagrera,69,2.2,20127.15,27.2,16092,19647,46.21705084371898
2021,9,Sant Andreu,61,la Sagrera,70,2.8,15090.42,32.3,12138,14301,46.21705084371898
2021,9,Sant Andreu,61,la Sagrera,71,2.8,18334.29,30.4,14705,17933,46.21705084371898
2021,9,Sant Andreu,61,la Sagrera,72,3.0,16358.53,31.2,13082,15508,46.21705084371898
2021,9,Sant Andreu,61,la Sagrera,73,2.6,20988.73,28.9,16848,20470,46.21705084371898
2021,9,Sant Andreu,62,el Congrés i els Indians,74,2.4,19201.9,27.8,15272,18673,45.13056520366277
2021,9,Sant Andreu,62,el Congrés i els Indians,75,2.9,18883.34,31.4,15110,18517,45.13056520366277
2021,9,Sant Andreu,62,el Congrés i els Indians,76,2.9,19149.37,29.9,15138,18532,45.13056520366277
2021,9,Sant Andreu,62,el Congrés i els Indians,77,2.2,20181.83,27.0,15977,19444,45.13056520366277
2021,9,Sant Andreu,62,el Congrés i els Indians,78,2.5,19841.0,30.1,15733,19357,44.63756419662509
2021,9,Sant Andreu,62,el Congrés i els Indians,79,2.9,21333.84,29.9,17000,21247,44.63756419662509
2021,9,Sant Andreu,62,el Congrés i els Indians,80,2.7,20181.83,30.4,16154,19732,44.63756419662509
2021,9,Sant Andreu,62,el Congrés i els Indians,81,2.6,20239.75,29.8,16030,19665,44.63756419662509
2021,9,Sant Andreu,62,el Congrés i els Indians,82,2.7,20634.65,31.7,16260,20538,44.63756419662509
2021,9,Sant Andreu,63,Navas,83,2.9,20882.88,30.4,16654,20600,45.60210024708789
2021,9,Sant Andreu,63,Navas,84,2.5,22304.05,29.0,17776,22376,45.60210024708789
2021,9,Sant Andreu,63,Navas,85,2.6,20789.87,30.5,16484,20513,45.60210024708789
2021,9,Sant Andreu,63,Navas,86,2.8,20196.32,31.0,16143,20128,45.60210024708789
2021,9,Sant Andreu,63,Navas,87,2.5,21222.92,28.6,16934,20913,45.60210024708789
2021,9,Sant Andreu,63,Navas,88,2.8,18406.05,30.4,14762,18176,45.60210024708789
2021,9,Sant Andreu,63,Navas,89,2.5,19173.53,29.4,15410,18826,45.60210024708789
2021,9,Sant Andreu,63,Navas,90,2.7,18861.94,29.5,15227,18886,45.449986272535924
2021,9,Sant Andreu,63,Navas,91,2.5,20289.43,29.2,16236,19860,45.449986272535924
2021,9,Sant Andreu,63,Navas,92,2.5,20656.6,28.2,16506,20466,45.449986272535924
2021,9,Sant Andreu,63,Navas,93,2.7,20339.32,28.6,16219,19907,45.449986272535924
2021,9,Sant Andreu,63,Navas,94,2.5,20830.62,29.4,16594,20641,45.449986272535924
2021,9,Sant Andreu,63,Navas,95,2.6,20950.04,30.1,16517,20584,45.449986272535924
2021,9,Sant Andreu,61,la Sagrera,156,2.4,18693.04,26.0,15472,18420,
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,1,3.1,18680.16,32.4,14863,18115,44.888347147732816
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,2,2.7,20058.57,30.2,15795,19652,44.888347147732816
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,3,2.9,20067.62,32.5,15884,20151,44.888347147732816
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,4,2.6,20433.84,28.7,16234,20005,44.888347147732816
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,5,2.8,20774.65,30.6,16789,20692,44.888347147732816
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,6,2.5,22193.12,31.1,17559,22200,45.68042216358839
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,7,2.5,26931.88,28.4,21636,27541,45.68042216358839
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,8,2.9,21196.18,32.9,17000,21057,45.68042216358839
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,9,3.3,21748.68,32.6,17258,21580,45.68042216358839
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,10,3.2,20102.82,32.2,15931,19845,45.68042216358839
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,11,2.8,22862.0,32.8,18141,22760,45.68042216358839
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,12,2.9,22395.79,31.2,17869,22713,44.9470258542759
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,13,2.9,20770.9,32.1,16523,20644,44.9470258542759
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,14,2.9,19650.22,31.7,15688,19708,44.9470258542759
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,15,3.1,20582.97,34.0,16447,20610,44.9470258542759
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,16,2.6,22257.86,29.8,17829,22313,44.9470258542759
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,17,2.9,20686.08,33.1,16646,20714,44.9470258542759
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,18,2.8,20454.03,30.9,16085,19907,44.9470258542759
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,19,2.6,21159.45,28.4,16948,21278,44.829987014284285
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,20,2.5,18751.98,29.0,15038,18214,44.829987014284285
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,21,2.8,19329.03,32.9,15345,18979,44.829987014284285
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,22,2.6,20722.52,30.3,16333,20373,44.829987014284285
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,23,2.8,19394.35,30.5,15455,19146,44.829987014284285
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,24,2.6,21682.1,30.3,17040,21487,44.829987014284285
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,25,2.9,19741.09,30.6,15683,19525,44.829987014284285
2021,10,Sant Martí,65,el Clot,26,3.1,21933.69,31.7,17299,21989,44.84714045416316
2021,10,Sant Martí,65,el Clot,27,2.6,21733.95,28.9,17284,21539,44.84714045416316
2021,10,Sant Martí,65,el Clot,28,2.9,20504.72,32.2,16207,20310,44.84714045416316
2021,10,Sant Martí,65,el Clot,29,2.5,19379.78,28.8,15399,18998,44.84714045416316
2021,10,Sant Martí,65,el Clot,30,2.4,20287.49,26.8,16210,19824,44.84714045416316
2021,10,Sant Martí,65,el Clot,31,2.8,20967.86,30.8,16619,20420,44.84714045416316
2021,10,Sant Martí,65,el Clot,32,2.4,21534.6,26.8,16940,21136,44.598083317035005
2021,10,Sant Martí,65,el Clot,33,2.4,24079.78,28.1,19430,24252,44.598083317035005
2021,10,Sant Martí,65,el Clot,34,2.6,19733.71,29.1,15820,19226,44.598083317035005
2021,10,Sant Martí,65,el Clot,35,2.3,23056.97,26.5,18018,22776,44.598083317035005
2021,10,Sant Martí,65,el Clot,36,2.4,24034.98,27.6,18566,24126,44.598083317035005
2021,10,Sant Martí,65,el Clot,37,2.6,15855.63,29.8,12606,15165,44.598083317035005
2021,10,Sant Martí,65,el Clot,38,2.4,23546.25,29.9,18328,22422,43.58887614678899
2021,10,Sant Martí,65,el Clot,39,2.8,19544.97,31.6,15391,19207,43.58887614678899
2021,10,Sant Martí,65,el Clot,40,3.0,20104.8,31.5,16004,19892,43.58887614678899
2021,10,Sant Martí,65,el Clot,41,2.9,21031.73,33.9,16736,20947,43.58887614678899
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,42,2.9,19136.18,32.1,14942,18636,37.92
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,43,3.3,19147.26,34.4,15112,20145,37.92
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,44,2.3,21708.17,29.0,17470,21882,46.00624639630982
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,45,2.7,23319.13,29.2,18553,23642,46.00624639630982
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,46,2.8,23486.37,30.8,18860,23550,46.00624639630982
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,47,2.8,22790.69,30.6,18334,22921,46.00624639630982
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,48,2.9,23885.47,32.1,18851,24369,46.00624639630982
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,49,2.7,22249.49,31.3,17719,22281,46.00624639630982
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,50,2.5,23114.31,30.0,18438,23201,46.00624639630982
2021,10,Sant Martí,67,la Vila Olímpica del Poblenou,51,2.8,23725.43,30.7,18720,24252,41.23051754907793
2021,10,Sant Martí,67,la Vila Olímpica del Poblenou,52,2.9,30151.24,33.3,23591,32671,41.23051754907793
2021,10,Sant Martí,67,la Vila Olímpica del Poblenou,53,2.6,34171.95,31.7,27126,37475,41.23051754907793
2021,10,Sant Martí,67,la Vila Olímpica del Poblenou,54,2.6,28913.33,32.5,22887,31697,41.23051754907793
2021,10,Sant Martí,67,la Vila Olímpica del Poblenou,55,2.7,31922.04,32.2,25476,36493,41.71400778210117
2021,10,Sant Martí,68,el Poblenou,56,2.9,17267.56,34.4,13934,20321,40.40191921446106
2021,10,Sant Martí,68,el Poblenou,57,2.8,20462.18,33.1,16064,20201,40.40191921446106
2021,10,Sant Martí,68,el Poblenou,58,2.5,19963.69,29.8,15709,19460,40.40191921446106
2021,10,Sant Martí,68,el Poblenou,59,3.0,22882.24,36.7,17963,23466,42.591132271983334
2021,10,Sant Martí,68,el Poblenou,60,3.1,20480.11,34.0,16031,20493,42.591132271983334
2021,10,Sant Martí,68,el Poblenou,61,2.7,23015.08,30.7,18324,23429,42.591132271983334
2021,10,Sant Martí,68,el Poblenou,62,2.7,22374.49,30.6,17784,23564,42.591132271983334
2021,10,Sant Martí,68,el Poblenou,63,2.6,22068.44,29.5,17745,23344,40.963505093462565
2021,10,Sant Martí,68,el Poblenou,64,2.9,23365.98,32.6,18318,23764,40.963505093462565
2021,10,Sant Martí,68,el Poblenou,65,2.7,23720.54,31.8,18573,23635,40.963505093462565
2021,10,Sant Martí,68,el Poblenou,66,2.8,22914.57,32.1,17961,23146,40.963505093462565
2021,10,Sant Martí,68,el Poblenou,67,2.8,29049.53,32.2,22433,30316,40.963505093462565
2021,10,Sant Martí,68,el Poblenou,68,2.8,25036.86,29.4,19439,25950,40.963505093462565
2021,10,Sant Martí,68,el Poblenou,69,3.3,25526.36,35.9,19826,26456,42.01215665153497
2021,10,Sant Martí,68,el Poblenou,70,3.0,21295.97,32.4,16648,20971,42.01215665153497
2021,10,Sant Martí,68,el Poblenou,71,2.4,24097.86,27.9,18961,24249,42.01215665153497
2021,10,Sant Martí,68,el Poblenou,72,2.5,21600.93,31.9,16945,21663,42.01215665153497
2021,10,Sant Martí,68,el Poblenou,73,2.5,19781.55,27.8,15797,19113,42.01215665153497
2021,10,Sant Martí,68,el Poblenou,74,2.9,20627.94,32.9,16183,20212,42.01215665153497
2021,10,Sant Martí,68,el Poblenou,75,2.5,20227.58,28.9,15995,19962,42.01215665153497
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,76,2.6,24840.41,29.8,18981,24632,43.24473633378405
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,77,2.4,26367.35,28.7,20587,28664,39.609748010610076
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,78,2.7,27028.88,33.2,21121,29057,39.609748010610076
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,79,2.4,23188.86,29.0,18273,23442,39.609748010610076
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,80,4.2,28782.92,41.0,23029,34144,36.43254146122815
2021,10,Sant Martí,70,el Besòs i el Maresme,81,3.0,16071.49,35.1,12800,15482,38.687011537030145
2021,10,Sant Martí,70,el Besòs i el Maresme,82,2.9,9407.9,31.5,7725,8743,38.687011537030145
2021,10,Sant Martí,70,el Besòs i el Maresme,83,2.8,8503.23,30.6,7028,7845,38.687011537030145
2021,10,Sant Martí,70,el Besòs i el Maresme,84,2.8,11971.94,30.2,9686,11161,38.687011537030145
2021,10,Sant Martí,70,el Besòs i el Maresme,85,2.8,10733.12,31.1,8762,9929,41.61519318925999
2021,10,Sant Martí,70,el Besòs i el Maresme,86,2.9,12626.71,30.4,10179,11718,41.61519318925999
2021,10,Sant Martí,70,el Besòs i el Maresme,87,2.6,12794.37,29.0,10322,11812,41.61519318925999
2021,10,Sant Martí,70,el Besòs i el Maresme,88,2.5,17436.39,27.7,13982,16678,41.61519318925999
2021,10,Sant Martí,70,el Besòs i el Maresme,89,2.9,12899.39,30.7,10406,11986,36.38834498834499
2021,10,Sant Martí,70,el Besòs i el Maresme,90,2.6,14643.25,30.0,11685,13782,46.4406468822941
2021,10,Sant Martí,70,el Besòs i el Maresme,91,2.6,16426.98,28.5,13133,15540,46.4406468822941
2021,10,Sant Martí,70,el Besòs i el Maresme,92,2.2,18920.76,25.8,15481,18661,46.4406468822941
2021,10,Sant Martí,70,el Besòs i el Maresme,93,2.1,20263.61,25.7,16435,20047,46.4406468822941
2021,10,Sant Martí,71,Provençals del Poblenou,94,3.1,22223.78,32.9,17189,22275,37.497333642476235
2021,10,Sant Martí,71,Provençals del Poblenou,95,2.7,17905.84,31.4,14059,17226,37.497333642476235
2021,10,Sant Martí,71,Provençals del Poblenou,96,2.7,23289.93,32.3,18118,23321,42.75121328224777
2021,10,Sant Martí,71,Provençals del Poblenou,97,2.4,23475.81,30.3,18451,24217,42.75121328224777
2021,10,Sant Martí,71,Provençals del Poblenou,98,2.5,21958.34,26.1,17264,21588,42.75121328224777
2021,10,Sant Martí,71,Provençals del Poblenou,99,2.8,14795.48,30.2,11929,14114,42.75121328224777
2021,10,Sant Martí,71,Provençals del Poblenou,100,2.5,17646.86,28.9,14102,17108,42.75121328224777
2021,10,Sant Martí,71,Provençals del Poblenou,101,2.9,17330.55,32.8,13639,17168,45.1043177507531
2021,10,Sant Martí,71,Provençals del Poblenou,102,2.6,17268.2,28.2,13789,16483,45.1043177507531
2021,10,Sant Martí,71,Provençals del Poblenou,103,2.2,19019.66,25.3,15310,18445,45.1043177507531
2021,10,Sant Martí,71,Provençals del Poblenou,104,2.1,22493.64,24.5,17837,22039,45.1043177507531
2021,10,Sant Martí,72,Sant Martí de Provençals,105,2.3,20255.48,26.8,16029,19644,46.11220806794055
2021,10,Sant Martí,72,Sant Martí de Provençals,106,2.2,18942.93,27.0,15270,18532,46.11220806794055
2021,10,Sant Martí,72,Sant Martí de Provençals,107,2.2,23811.29,27.0,18763,23574,46.11220806794055
2021,10,Sant Martí,72,Sant Martí de Provençals,108,2.2,18996.6,26.3,15241,18039,46.11220806794055
2021,10,Sant Martí,72,Sant Martí de Provençals,109,2.3,17572.62,27.2,14108,16702,46.11220806794055
2021,10,Sant Martí,72,Sant Martí de Provençals,110,2.3,17626.6,27.3,14008,16699,46.11220806794055
2021,10,Sant Martí,72,Sant Martí de Provençals,111,2.5,18073.52,29.0,14520,17449,44.9922044960116
2021,10,Sant Martí,72,Sant Martí de Provençals,112,2.3,22212.77,26.1,18028,22159,44.9922044960116
2021,10,Sant Martí,72,Sant Martí de Provençals,113,2.6,18153.69,30.0,14290,17512,44.9922044960116
2021,10,Sant Martí,72,Sant Martí de Provençals,114,2.7,15745.68,29.2,12535,14879,44.9922044960116
2021,10,Sant Martí,72,Sant Martí de Provençals,115,2.5,16977.62,26.8,13576,16106,47.38303918635956
2021,10,Sant Martí,72,Sant Martí de Provençals,116,2.6,16292.58,27.7,13033,15408,47.38303918635956
2021,10,Sant Martí,72,Sant Martí de Provençals,117,2.0,17679.78,24.0,14233,17062,47.38303918635956
2021,10,Sant Martí,72,Sant Martí de Provençals,118,2.2,22426.26,25.0,17949,22221,47.38303918635956
2021,10,Sant Martí,72,Sant Martí de Provençals,119,2.5,16351.52,28.7,13146,15422,47.38303918635956
2021,10,Sant Martí,72,Sant Martí de Provençals,120,2.8,17528.96,29.9,14033,16740,46.106646058732615
2021,10,Sant Martí,72,Sant Martí de Provençals,121,2.5,16873.38,27.8,13427,15960,46.106646058732615
2021,10,Sant Martí,72,Sant Martí de Provençals,122,2.3,20944.64,26.7,16878,20624,46.106646058732615
2021,10,Sant Martí,73,la Verneda i la Pau,123,2.4,18706.27,27.6,14930,18055,46.891823444283645
2021,10,Sant Martí,73,la Verneda i la Pau,124,2.2,19469.61,26.4,15673,18929,46.891823444283645
2021,10,Sant Martí,73,la Verneda i la Pau,125,2.1,17476.94,24.3,14109,16671,46.891823444283645
2021,10,Sant Martí,73,la Verneda i la Pau,126,2.1,18774.7,24.1,15232,18198,46.891823444283645
2021,10,Sant Martí,73,la Verneda i la Pau,127,2.4,20224.23,28.3,15853,19550,46.891823444283645
2021,10,Sant Martí,73,la Verneda i la Pau,128,2.3,20031.76,26.9,16095,19480,46.891823444283645
2021,10,Sant Martí,73,la Verneda i la Pau,129,2.1,20139.94,24.4,16115,19594,46.891823444283645
2021,10,Sant Martí,73,la Verneda i la Pau,130,2.4,19057.14,29.1,15287,18374,47.982388689073545
2021,10,Sant Martí,73,la Verneda i la Pau,131,2.2,22313.94,26.0,17885,21949,47.982388689073545
2021,10,Sant Martí,73,la Verneda i la Pau,132,2.2,17098.28,25.9,13730,16282,47.982388689073545
2021,10,Sant Martí,73,la Verneda i la Pau,133,2.4,15894.83,27.1,12910,15105,47.982388689073545
2021,10,Sant Martí,73,la Verneda i la Pau,134,2.5,16558.88,27.8,13274,15762,47.982388689073545
2021,10,Sant Martí,73,la Verneda i la Pau,135,2.6,16975.01,29.0,13663,16180,47.982388689073545
2021,10,Sant Martí,73,la Verneda i la Pau,136,2.3,16856.55,27.9,13701,16058,45.59349463227047
2021,10,Sant Martí,73,la Verneda i la Pau,137,2.6,15186.96,29.0,12252,14226,45.59349463227047
2021,10,Sant Martí,73,la Verneda i la Pau,138,2.5,13573.75,28.3,10903,12777,45.59349463227047
2021,10,Sant Martí,73,la Verneda i la Pau,139,2.4,14401.48,27.8,11579,13484,45.59349463227047
2021,10,Sant Martí,73,la Verneda i la Pau,140,2.6,14616.58,27.7,11746,13659,45.27399051822789
2021,10,Sant Martí,73,la Verneda i la Pau,141,2.2,15144.69,26.4,12213,14315,45.27399051822789
2021,10,Sant Martí,73,la Verneda i la Pau,142,2.6,14154.76,28.6,11400,13223,45.27399051822789
2021,10,Sant Martí,73,la Verneda i la Pau,143,2.4,15817.99,27.1,12705,15051,45.27399051822789
2021,10,Sant Martí,65,el Clot,234,2.3,20005.69,25.3,16081,19421,
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,235,2.9,17919.77,32.9,14455,17305,
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,236,2.3,18438.63,28.1,14844,17814,
2021,10,Sant Martí,71,Provençals del Poblenou,237,2.4,16921.68,28.0,13443,15888,
