Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Distribucio_P80_20,Index_Gini,Import_Renda_Disponible,Import_Renda_Bruta,Import_Renda_Neta,Edat_Mitjana
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,69,2.9,32.7,24490.9,25053,19617,44.4004816955684
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,70,3.3,34.5,21936.91,22277,17572,44.4004816955684
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,71,3.0,34.5,22900.24,22988,18358,46.50854417803683
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,72,2.7,31.1,25300.61,26755,20580,46.50854417803683
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,73,2.8,30.5,22437.5,22734,18304,46.50854417803683
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,74,3.0,32.1,21188.96,21620,17167,46.50854417803683
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,75,2.5,29.0,25132.37,26013,20537,46.50854417803683
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,76,2.7,30.3,22864.01,23597,18794,46.50854417803683
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,77,3.1,34.0,20510.71,20578,16534,43.8607738384329
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,78,3.1,32.9,20610.82,20753,16546,43.8607738384329
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,79,2.6,30.0,22393.5,22716,18114,43.8607738384329
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,80,2.5,29.5,22290.57,22982,18193,43.8607738384329
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,81,3.1,33.4,21914.17,22202,17659,43.8607738384329
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,82,2.5,28.7,23146.69,23658,18606,45.24957960881494
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,83,2.6,29.6,25378.21,25851,20411,45.24957960881494
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,84,2.8,31.3,21950.06,22551,17834,45.24957960881494
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,85,2.4,29.6,23080.72,24265,18863,45.24957960881494
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,86,2.5,31.5,26709.57,27733,21515,45.24957960881494
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,87,2.3,28.0,26391.65,27204,21556,45.24957960881494
2020,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,88,2.7,29.8,22883.35,23448,18723,45.24957960881494
2020,7,Horta-Guinardó,33,el Baix Guinardó,1,2.6,30.4,22404.5,23110,18311,47.68249339287342
2020,7,Horta-Guinardó,33,el Baix Guinardó,2,2.9,32.1,19419.39,19636,15880,47.68249339287342
2020,7,Horta-Guinardó,33,el Baix Guinardó,3,2.7,31.3,20916.47,21184,16883,47.68249339287342
2020,7,Horta-Guinardó,33,el Baix Guinardó,4,2.9,31.9,18876.77,18998,15491,47.68249339287342
2020,7,Horta-Guinardó,33,el Baix Guinardó,5,2.8,31.1,20179.02,20043,16278,47.68249339287342
2020,7,Horta-Guinardó,33,el Baix Guinardó,6,2.6,29.0,22762.83,23266,18597,47.68249339287342
2020,7,Horta-Guinardó,33,el Baix Guinardó,7,2.6,29.9,18984.06,18929,15525,47.68249339287342
2020,7,Horta-Guinardó,33,el Baix Guinardó,8,2.5,29.0,20789.19,21041,17100,47.68249339287342
2020,7,Horta-Guinardó,33,el Baix Guinardó,9,2.7,30.1,18771.53,18536,15230,45.339137134052386
2020,7,Horta-Guinardó,33,el Baix Guinardó,10,3.4,34.0,20495.94,20851,16592,45.339137134052386
2020,7,Horta-Guinardó,33,el Baix Guinardó,11,3.0,33.4,20802.21,20926,16873,45.339137134052386
2020,7,Horta-Guinardó,33,el Baix Guinardó,12,2.8,30.4,19026.92,19138,15621,45.339137134052386
2020,7,Horta-Guinardó,33,el Baix Guinardó,13,2.2,27.3,22488.11,22962,18500,45.339137134052386
2020,7,Horta-Guinardó,33,el Baix Guinardó,14,3.1,31.4,17586.81,17740,14452,45.36245095776598
2020,7,Horta-Guinardó,33,el Baix Guinardó,15,2.9,33.1,18764.07,19136,15426,45.36245095776598
2020,7,Horta-Guinardó,33,el Baix Guinardó,16,2.6,29.0,22396.83,22821,18208,45.36245095776598
2020,7,Horta-Guinardó,33,el Baix Guinardó,17,2.8,31.7,19482.77,20058,15872,45.36245095776598
2020,7,Horta-Guinardó,33,el Baix Guinardó,18,3.1,33.2,19376.29,19391,15706,45.36245095776598
2020,7,Horta-Guinardó,33,el Baix Guinardó,19,2.9,31.4,19641.68,19936,16105,45.36245095776598
2020,7,Horta-Guinardó,34,Can Baró,20,2.9,32.4,19274.44,19828,15627,44.36747635425623
2020,7,Horta-Guinardó,34,Can Baró,21,2.3,32.1,23628.32,24353,19101,44.36747635425623
2020,7,Horta-Guinardó,34,Can Baró,22,3.0,35.0,17654.19,17571,14496,44.36747635425623
2020,7,Horta-Guinardó,34,Can Baró,23,2.6,29.0,16691.47,16177,13523,44.36747635425623
2020,7,Horta-Guinardó,34,Can Baró,24,2.7,31.0,18772.87,18880,15274,44.36747635425623
2020,7,Horta-Guinardó,34,Can Baró,25,2.9,32.8,17946.23,17679,14528,44.36747635425623
2020,7,Horta-Guinardó,34,Can Baró,26,2.5,30.6,19134.74,18997,15745,44.36747635425623
2020,7,Horta-Guinardó,35,el Guinardó,27,3.2,34.1,16885.84,17138,13884,43.840699523052464
2020,7,Horta-Guinardó,35,el Guinardó,28,2.7,32.9,18746.28,18967,15198,43.840699523052464
2020,7,Horta-Guinardó,35,el Guinardó,29,2.8,32.0,21408.84,21526,17393,43.840699523052464
2020,7,Horta-Guinardó,35,el Guinardó,30,2.8,31.8,16954.69,16843,13941,43.840699523052464
2020,7,Horta-Guinardó,35,el Guinardó,31,2.9,33.4,17167.43,16866,13951,44.36460006424671
2020,7,Horta-Guinardó,35,el Guinardó,32,2.9,31.2,19634.11,19881,16069,44.36460006424671
2020,7,Horta-Guinardó,35,el Guinardó,33,2.7,29.8,20483.86,20472,16606,44.36460006424671
2020,7,Horta-Guinardó,35,el Guinardó,34,2.8,32.0,21853.91,22356,17524,44.36460006424671
2020,7,Horta-Guinardó,35,el Guinardó,35,2.6,31.1,22012.74,22421,17824,44.36460006424671
2020,7,Horta-Guinardó,35,el Guinardó,36,2.8,32.2,22729.96,23073,18538,44.36460006424671
2020,7,Horta-Guinardó,35,el Guinardó,37,2.9,31.9,19566.28,19548,16037,44.36460006424671
2020,7,Horta-Guinardó,35,el Guinardó,38,2.4,29.1,19782.9,19966,16270,44.36460006424671
2020,7,Horta-Guinardó,35,el Guinardó,39,2.8,31.9,20736.07,20864,16741,43.49474155292012
2020,7,Horta-Guinardó,35,el Guinardó,40,3.0,33.2,20088.27,20195,16308,43.49474155292012
2020,7,Horta-Guinardó,35,el Guinardó,41,3.0,32.2,19064.92,18924,15429,43.49474155292012
2020,7,Horta-Guinardó,35,el Guinardó,42,2.9,31.9,20120.79,20026,16355,45.4725093013642
2020,7,Horta-Guinardó,35,el Guinardó,43,2.8,32.2,19989.81,19846,16162,45.4725093013642
2020,7,Horta-Guinardó,35,el Guinardó,44,2.7,31.5,20244.67,20719,16601,45.4725093013642
2020,7,Horta-Guinardó,35,el Guinardó,45,2.9,32.1,18871.53,18834,15372,45.4725093013642
2020,7,Horta-Guinardó,35,el Guinardó,46,2.9,30.8,18894.95,18841,15549,45.4725093013642
2020,7,Horta-Guinardó,35,el Guinardó,47,3.0,32.3,19045.59,18980,15514,44.639486813970066
2020,7,Horta-Guinardó,35,el Guinardó,48,2.8,31.3,18783.31,18814,15417,44.639486813970066
2020,7,Horta-Guinardó,35,el Guinardó,49,2.8,31.0,19467.31,19626,16039,44.639486813970066
2020,7,Horta-Guinardó,35,el Guinardó,50,3.1,33.6,18378.92,18277,14900,44.639486813970066
2020,7,Horta-Guinardó,35,el Guinardó,51,2.9,32.2,18651.55,18579,15152,44.639486813970066
2020,7,Horta-Guinardó,36,la Font d'en Fargues,52,2.6,30.0,24997.49,25791,20000,44.98512665582152
2020,7,Horta-Guinardó,36,la Font d'en Fargues,53,2.3,27.5,21923.57,22285,17764,44.98512665582152
2020,7,Horta-Guinardó,36,la Font d'en Fargues,54,2.7,32.9,26362.42,27312,20908,44.98512665582152
2020,7,Horta-Guinardó,36,la Font d'en Fargues,55,2.5,30.7,25594.23,28210,20636,45.12420566146736
2020,7,Horta-Guinardó,36,la Font d'en Fargues,56,2.9,32.5,21801.73,22105,17438,45.12420566146736
2020,7,Horta-Guinardó,36,la Font d'en Fargues,57,3.0,33.6,21613.43,22143,17345,45.12420566146736
2020,7,Horta-Guinardó,36,la Font d'en Fargues,58,2.7,30.5,21355.99,21309,17242,45.12420566146736
2020,7,Horta-Guinardó,37,el Carmel,59,2.5,29.6,15059.96,14527,12370,44.159183673469386
2020,7,Horta-Guinardó,37,el Carmel,60,2.4,28.9,14680.97,14311,12154,44.159183673469386
2020,7,Horta-Guinardó,37,el Carmel,61,2.3,26.3,15174.32,14795,12567,43.53081167320348
2020,7,Horta-Guinardó,37,el Carmel,62,2.6,29.3,15731.15,15313,12878,43.53081167320348
2020,7,Horta-Guinardó,37,el Carmel,63,2.4,27.6,13641.64,13172,11385,43.53081167320348
2020,7,Horta-Guinardó,37,el Carmel,64,2.5,28.4,13789.01,13418,11489,43.53081167320348
2020,7,Horta-Guinardó,37,el Carmel,65,2.4,29.5,12434.61,11984,10445,43.53081167320348
2020,7,Horta-Guinardó,37,el Carmel,66,2.4,29.0,13010.28,12488,10840,43.53081167320348
2020,7,Horta-Guinardó,37,el Carmel,67,2.5,29.6,13009.57,12604,10867,43.53081167320348
2020,7,Horta-Guinardó,37,el Carmel,68,2.6,28.5,12656.14,12077,10514,43.53081167320348
2020,7,Horta-Guinardó,37,el Carmel,69,2.2,27.0,13637.75,13227,11410,43.53081167320348
2020,7,Horta-Guinardó,37,el Carmel,70,2.9,32.6,13675.15,13229,11426,43.53081167320348
2020,7,Horta-Guinardó,37,el Carmel,71,2.6,28.8,16209.94,15866,13464,44.531647348085706
2020,7,Horta-Guinardó,37,el Carmel,72,2.7,29.7,15420.43,14918,12674,44.531647348085706
2020,7,Horta-Guinardó,37,el Carmel,73,2.7,29.3,13938.47,13578,11757,44.531647348085706
2020,7,Horta-Guinardó,37,el Carmel,74,2.6,30.4,15258.43,14960,12603,44.531647348085706
2020,7,Horta-Guinardó,37,el Carmel,75,2.6,30.3,14111.31,13690,11781,44.531647348085706
2020,7,Horta-Guinardó,37,el Carmel,76,2.6,27.9,14253.37,13792,11874,44.531647348085706
2020,7,Horta-Guinardó,37,el Carmel,77,2.7,28.8,13842.17,13244,11436,44.531647348085706
2020,7,Horta-Guinardó,37,el Carmel,78,2.5,28.6,13940.94,13452,11534,44.531647348085706
2020,7,Horta-Guinardó,37,el Carmel,79,2.8,30.3,14033.71,13699,11757,44.531647348085706
2020,7,Horta-Guinardó,37,el Carmel,80,2.5,28.3,15094.61,14631,12385,44.531647348085706
2020,7,Horta-Guinardó,38,la Teixonera,81,2.4,27.5,15920.3,15609,13137,43.94162116757665
2020,7,Horta-Guinardó,38,la Teixonera,82,2.5,29.0,15544.15,15047,12744,43.94162116757665
2020,7,Horta-Guinardó,38,la Teixonera,83,2.5,29.2,15183.03,14827,12628,43.94162116757665
2020,7,Horta-Guinardó,38,la Teixonera,84,2.7,31.9,15295.4,14831,12556,43.94162116757665
2020,7,Horta-Guinardó,38,la Teixonera,85,2.4,28.3,16203.35,15833,13255,43.94162116757665
2020,7,Horta-Guinardó,38,la Teixonera,86,3.1,33.5,15377.87,15163,12714,43.94162116757665
2020,7,Horta-Guinardó,38,la Teixonera,87,2.6,30.2,16055.3,15723,13272,43.94162116757665
2020,7,Horta-Guinardó,38,la Teixonera,88,2.9,33.5,16284.02,16099,13226,43.94162116757665
2020,7,Horta-Guinardó,39,Sant Genís dels Agudells,89,2.4,29.6,19973.16,20225,16420,45.25237449118046
2020,7,Horta-Guinardó,39,Sant Genís dels Agudells,90,2.5,29.5,16015.28,15728,13179,45.25237449118046
2020,7,Horta-Guinardó,39,Sant Genís dels Agudells,91,2.7,31.0,16675.25,16573,13759,45.25237449118046
2020,7,Horta-Guinardó,39,Sant Genís dels Agudells,92,2.6,30.2,13853.19,13524,11619,45.25237449118046
2020,7,Horta-Guinardó,39,Sant Genís dels Agudells,93,2.6,29.7,16775.71,16739,14004,45.25237449118046
2020,7,Horta-Guinardó,40,Montbau,94,2.5,28.1,17918.81,17772,14683,47.358058252427185
2020,7,Horta-Guinardó,40,Montbau,95,2.6,29.6,18690.22,18544,15258,47.358058252427185
2020,7,Horta-Guinardó,40,Montbau,96,2.6,28.8,17053.34,16627,13987,47.358058252427185
2020,7,Horta-Guinardó,40,Montbau,97,2.7,30.9,20478.48,20614,16814,47.358058252427185
2020,7,Horta-Guinardó,41,la Vall d'Hebron,98,2.3,28.3,25210.14,25940,20126,47.16928060006819
2020,7,Horta-Guinardó,41,la Vall d'Hebron,99,2.1,25.4,21840.84,22049,17817,47.16928060006819
2020,7,Horta-Guinardó,41,la Vall d'Hebron,100,2.5,27.7,19272.36,19583,16157,47.16928060006819
2020,7,Horta-Guinardó,41,la Vall d'Hebron,101,2.5,28.7,19777.88,19712,16357,47.16928060006819
2020,7,Horta-Guinardó,42,la Clota,102,2.6,28.7,18365.37,18005,14567,35.2989010989011
2020,7,Horta-Guinardó,43,Horta,103,3.2,35.9,17868.46,18175,14629,46.716030137698105
2020,7,Horta-Guinardó,43,Horta,104,2.4,30.3,16265.9,16064,13493,46.716030137698105
2020,7,Horta-Guinardó,43,Horta,105,2.3,28.5,20316.64,20530,16660,46.716030137698105
2020,7,Horta-Guinardó,43,Horta,106,2.6,29.9,20167.39,20281,16455,46.716030137698105
2020,7,Horta-Guinardó,43,Horta,107,2.6,30.2,22466.45,23110,18349,46.716030137698105
2020,7,Horta-Guinardó,43,Horta,108,2.6,30.2,19870.54,20226,16234,46.716030137698105
2020,7,Horta-Guinardó,43,Horta,109,2.4,28.0,16480.17,16150,13661,46.716030137698105
2020,7,Horta-Guinardó,43,Horta,110,2.9,32.9,23679.63,23320,18753,46.716030137698105
2020,7,Horta-Guinardó,43,Horta,111,2.7,30.4,22930.18,23336,18848,46.716030137698105
2020,7,Horta-Guinardó,43,Horta,112,2.3,28.8,20070.7,20114,16297,42.88938525784209
2020,7,Horta-Guinardó,43,Horta,113,2.5,28.0,17896.16,17588,14463,42.88938525784209
2020,7,Horta-Guinardó,43,Horta,114,2.5,30.5,21153.57,21161,16993,42.88938525784209
2020,7,Horta-Guinardó,43,Horta,115,2.5,30.6,23647.81,23979,18990,42.88938525784209
2020,7,Horta-Guinardó,43,Horta,116,2.4,28.3,18683.49,18651,15228,42.88938525784209
2020,7,Horta-Guinardó,43,Horta,117,2.7,29.7,19531.15,19316,15951,42.88938525784209
2020,7,Horta-Guinardó,43,Horta,118,2.6,29.5,19874.15,19654,16048,42.88938525784209
2020,7,Horta-Guinardó,43,Horta,119,2.7,29.0,17083.03,16825,14016,46.192016091598326
2020,7,Horta-Guinardó,43,Horta,120,2.9,32.8,17513.85,17515,14524,46.192016091598326
2020,7,Horta-Guinardó,43,Horta,121,2.6,29.7,16627.18,16292,13765,46.192016091598326
2020,7,Horta-Guinardó,43,Horta,122,2.6,29.9,18659.66,18693,15203,46.192016091598326
2020,7,Horta-Guinardó,43,Horta,123,2.6,29.0,19921.42,19871,16235,46.192016091598326
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,1,2.4,26.8,18105.13,17927,14938,46.62008693239619
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,2,2.4,29.2,19596.83,19704,16000,46.62008693239619
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,3,2.7,31.3,17467.61,17589,14628,46.62008693239619
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,4,3.0,32.2,16594.59,16402,13720,46.62008693239619
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,5,2.9,31.4,18889.26,18807,15565,46.62008693239619
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,6,3.1,32.4,18420.81,18439,14968,46.62008693239619
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,7,2.5,27.1,19135.35,19152,15849,46.62008693239619
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8,2.7,30.8,18670.45,18743,15380,46.62008693239619
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,9,2.5,28.9,17288.95,17076,14154,42.60232843137255
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,10,2.7,28.1,19756.75,19736,16099,45.7672709456149
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,11,2.7,28.8,20174.21,20191,16389,45.7672709456149
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,12,2.5,28.5,18652.37,18464,15206,45.7672709456149
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,13,2.8,30.9,17529.69,17661,14643,45.7672709456149
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,14,2.7,30.7,16553.5,16305,13552,45.7672709456149
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,15,2.8,29.7,15729.77,15369,12962,45.87968388063769
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,16,2.7,31.9,17304.17,17127,14285,45.87968388063769
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,17,3.1,32.3,19254.67,19594,15920,45.87968388063769
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,18,2.7,29.8,18248.19,18077,15127,45.87968388063769
2020,8,Nou Barris,44,Vilapicina i la Torre Llobeta,19,3.2,33.0,16034.91,15894,13226,45.87968388063769
2020,8,Nou Barris,45,Porta,20,2.9,33.1,16881.42,16802,13863,45.58884470489745
2020,8,Nou Barris,45,Porta,21,2.8,30.7,17367.23,17253,14242,45.58884470489745
2020,8,Nou Barris,45,Porta,22,2.9,32.4,17588.13,17640,14588,45.58884470489745
2020,8,Nou Barris,45,Porta,23,2.6,29.7,15923.04,15472,13020,45.58884470489745
2020,8,Nou Barris,45,Porta,24,2.6,30.8,17368.5,17245,14368,45.58884470489745
2020,8,Nou Barris,45,Porta,25,2.5,28.7,15448.95,15102,12771,45.58884470489745
2020,8,Nou Barris,45,Porta,26,2.6,29.8,17289.74,17327,14193,45.58884470489745
2020,8,Nou Barris,45,Porta,27,2.5,27.7,18900.72,18653,15451,44.45189714080201
2020,8,Nou Barris,45,Porta,28,2.4,28.6,16023.69,15743,13434,44.45189714080201
2020,8,Nou Barris,45,Porta,29,2.8,30.7,14652.0,14361,12250,44.45189714080201
2020,8,Nou Barris,45,Porta,30,2.5,28.9,15249.79,14759,12515,44.45189714080201
2020,8,Nou Barris,45,Porta,31,2.3,27.6,16704.66,16619,14026,43.719680177327426
2020,8,Nou Barris,45,Porta,32,2.7,28.9,17115.34,17015,14205,43.719680177327426
2020,8,Nou Barris,45,Porta,33,2.6,29.4,14791.12,14270,12228,43.719680177327426
2020,8,Nou Barris,45,Porta,34,2.8,30.6,13193.83,12902,11151,43.719680177327426
2020,8,Nou Barris,45,Porta,35,2.4,27.4,16172.94,15776,13453,43.719680177327426
2020,8,Nou Barris,45,Porta,36,2.7,29.7,13037.89,12600,10929,43.719680177327426
2020,8,Nou Barris,45,Porta,37,3.0,31.6,15400.88,15035,12752,43.719680177327426
2020,8,Nou Barris,46,el Turó de la Peira,38,2.8,32.5,14052.86,13760,11709,43.3059187543667
2020,8,Nou Barris,46,el Turó de la Peira,39,3.1,32.4,14020.59,13851,11775,43.3059187543667
2020,8,Nou Barris,46,el Turó de la Peira,40,3.1,32.4,12728.33,12325,10606,43.3059187543667
2020,8,Nou Barris,46,el Turó de la Peira,41,2.9,32.8,10260.03,9925,8659,43.3059187543667
2020,8,Nou Barris,46,el Turó de la Peira,42,2.5,28.4,17510.18,17432,14581,43.3059187543667
2020,8,Nou Barris,46,el Turó de la Peira,43,2.8,30.3,14982.14,14737,12604,43.3059187543667
2020,8,Nou Barris,46,el Turó de la Peira,44,2.9,30.5,12907.99,12500,10863,43.374797800064705
2020,8,Nou Barris,46,el Turó de la Peira,45,2.8,32.4,12761.49,12497,10671,43.374797800064705
2020,8,Nou Barris,46,el Turó de la Peira,46,2.3,28.1,14228.88,13708,11808,43.374797800064705
2020,8,Nou Barris,46,el Turó de la Peira,47,2.7,30.3,11614.45,11234,9837,43.374797800064705
2020,8,Nou Barris,47,Can Peguera,48,2.7,28.7,10433.23,10061,9131,44.0126069338136
2020,8,Nou Barris,47,Can Peguera,49,2.8,31.3,13578.21,13028,11371,44.0126069338136
2020,8,Nou Barris,48,la Guineueta,50,2.2,25.6,19758.81,19879,16457,47.26035800482703
2020,8,Nou Barris,48,la Guineueta,51,2.1,24.8,19020.19,18867,15439,47.26035800482703
2020,8,Nou Barris,48,la Guineueta,52,2.5,26.5,17658.73,17299,14588,47.26035800482703
2020,8,Nou Barris,48,la Guineueta,53,2.3,25.7,19099.18,19014,15788,47.26035800482703
2020,8,Nou Barris,48,la Guineueta,54,2.1,25.1,17723.95,17614,14797,47.26035800482703
2020,8,Nou Barris,48,la Guineueta,55,2.3,25.9,22112.21,22560,18479,47.26035800482703
2020,8,Nou Barris,48,la Guineueta,56,2.4,27.7,16049.3,15895,13428,47.29195739992655
2020,8,Nou Barris,48,la Guineueta,57,2.3,26.7,16282.35,15956,13545,47.29195739992655
2020,8,Nou Barris,48,la Guineueta,58,2.5,26.4,14844.88,14361,12380,47.29195739992655
2020,8,Nou Barris,48,la Guineueta,59,2.1,25.7,16064.89,15749,13322,47.29195739992655
2020,8,Nou Barris,49,Canyelles,60,2.3,26.4,18036.05,17927,15104,47.92217842020733
2020,8,Nou Barris,49,Canyelles,61,2.2,24.3,15496.88,15132,12887,47.92217842020733
2020,8,Nou Barris,49,Canyelles,62,2.0,24.1,16822.35,16954,14325,47.92217842020733
2020,8,Nou Barris,49,Canyelles,63,2.0,22.9,20321.42,20325,17073,47.92217842020733
2020,8,Nou Barris,49,Canyelles,64,2.2,24.0,14959.02,14570,12497,47.92217842020733
2020,8,Nou Barris,50,les Roquetes,65,3.1,31.6,11331.37,10934,9529,39.91060937679991
2020,8,Nou Barris,50,les Roquetes,66,3.0,32.1,10497.51,10141,8878,39.91060937679991
2020,8,Nou Barris,50,les Roquetes,67,2.8,29.3,13825.06,13266,11432,39.91060937679991
2020,8,Nou Barris,50,les Roquetes,68,2.7,29.8,11801.2,11323,9917,39.91060937679991
2020,8,Nou Barris,50,les Roquetes,69,2.9,30.0,12138.07,11681,10213,39.91060937679991
2020,8,Nou Barris,50,les Roquetes,70,2.9,29.6,11614.13,11231,9840,41.932576943140326
2020,8,Nou Barris,50,les Roquetes,71,2.5,29.0,12680.46,12126,10600,41.932576943140326
2020,8,Nou Barris,50,les Roquetes,72,2.6,28.6,14206.43,13812,11920,41.932576943140326
2020,8,Nou Barris,50,les Roquetes,73,2.6,30.4,11526.08,11100,9738,41.932576943140326
2020,8,Nou Barris,50,les Roquetes,74,2.8,31.7,11741.9,11333,9866,41.932576943140326
2020,8,Nou Barris,51,Verdun,75,2.4,28.8,13636.47,13233,11365,44.063842601887174
2020,8,Nou Barris,51,Verdun,76,2.4,29.1,14698.33,14287,12270,44.063842601887174
2020,8,Nou Barris,51,Verdun,77,2.7,29.5,11495.77,11057,9755,44.063842601887174
2020,8,Nou Barris,51,Verdun,78,2.6,32.0,12537.04,12127,10560,43.18627072888546
2020,8,Nou Barris,51,Verdun,79,2.6,30.0,12361.56,11984,10364,43.18627072888546
2020,8,Nou Barris,51,Verdun,80,2.7,30.1,13850.75,13367,11541,43.18627072888546
2020,8,Nou Barris,51,Verdun,81,2.8,31.5,11905.17,11565,9957,43.18627072888546
2020,8,Nou Barris,51,Verdun,82,3.0,30.3,14126.05,13610,11723,43.18627072888546
2020,8,Nou Barris,52,la Prosperitat,83,2.7,31.4,13975.75,13552,11581,44.09084469629892
2020,8,Nou Barris,52,la Prosperitat,84,2.6,28.1,14695.31,14270,12248,44.09084469629892
2020,8,Nou Barris,52,la Prosperitat,85,2.5,29.0,14182.25,13729,11716,44.09084469629892
2020,8,Nou Barris,52,la Prosperitat,86,2.6,30.2,14903.44,14356,12306,44.09084469629892
2020,8,Nou Barris,52,la Prosperitat,87,2.8,31.0,14652.09,14290,12239,45.23942985265855
2020,8,Nou Barris,52,la Prosperitat,88,2.6,29.6,14344.24,13918,11903,45.23942985265855
2020,8,Nou Barris,52,la Prosperitat,89,2.8,31.2,14412.78,14062,11983,45.23942985265855
2020,8,Nou Barris,52,la Prosperitat,90,2.5,30.8,15435.32,14963,12724,45.23942985265855
2020,8,Nou Barris,52,la Prosperitat,91,2.4,27.2,14554.46,14093,12179,45.23942985265855
2020,8,Nou Barris,52,la Prosperitat,92,2.6,28.4,16711.3,16690,14026,48.42104157916842
2020,8,Nou Barris,52,la Prosperitat,93,2.4,27.8,13813.88,13501,11582,48.42104157916842
2020,8,Nou Barris,52,la Prosperitat,94,2.4,25.4,15788.47,15436,13323,48.42104157916842
2020,8,Nou Barris,52,la Prosperitat,95,2.1,24.9,18140.22,18158,15111,48.42104157916842
2020,8,Nou Barris,52,la Prosperitat,96,2.5,28.4,15050.68,14723,12477,44.58436254011475
2020,8,Nou Barris,52,la Prosperitat,97,2.6,29.4,14320.04,13946,11925,44.58436254011475
2020,8,Nou Barris,52,la Prosperitat,98,2.5,28.4,13988.31,13529,11661,44.58436254011475
2020,8,Nou Barris,52,la Prosperitat,99,2.5,30.2,14274.84,13968,11793,44.58436254011475
2020,8,Nou Barris,52,la Prosperitat,100,2.6,28.0,14931.73,14427,12325,44.58436254011475
2020,8,Nou Barris,52,la Prosperitat,101,2.5,28.9,14894.41,14563,12493,44.58436254011475
2020,8,Nou Barris,52,la Prosperitat,102,2.7,29.3,12569.26,12170,10588,44.58436254011475
2020,8,Nou Barris,53,la Trinitat Nova,103,2.4,28.6,10607.34,10104,8965,41.94679043012158
2020,8,Nou Barris,53,la Trinitat Nova,104,3.1,31.4,11735.45,11300,9928,41.94679043012158
2020,8,Nou Barris,53,la Trinitat Nova,105,2.8,30.4,11824.87,11361,9990,41.94679043012158
2020,8,Nou Barris,53,la Trinitat Nova,106,3.0,31.0,11399.53,11048,9594,41.94679043012158
2020,8,Nou Barris,53,la Trinitat Nova,107,2.3,26.6,11878.95,11405,10093,41.94679043012158
2020,8,Nou Barris,54,Torre Baró,108,3.1,31.5,11073.21,10577,9268,37.77673284569836
2020,8,Nou Barris,54,Torre Baró,109,2.7,28.9,10264.51,9938,8871,37.77673284569836
2020,8,Nou Barris,55,Ciutat Meridiana,110,3.1,32.3,8478.26,8186,7346,39.50568797399783
2020,8,Nou Barris,55,Ciutat Meridiana,111,2.8,29.8,9708.2,9326,8373,39.50568797399783
2020,8,Nou Barris,55,Ciutat Meridiana,112,2.8,30.8,10061.78,9821,8607,39.50568797399783
2020,8,Nou Barris,55,Ciutat Meridiana,113,2.7,32.2,9794.69,9496,8459,39.50568797399783
2020,8,Nou Barris,55,Ciutat Meridiana,114,3.0,31.1,10678.55,10316,9165,39.50568797399783
2020,8,Nou Barris,55,Ciutat Meridiana,115,3.2,32.2,10132.71,9766,8675,39.50568797399783
2020,8,Nou Barris,56,Vallbona,116,2.5,29.3,11304.16,10737,9458,39.16356589147287
2020,8,Nou Barris,48,la Guineueta,215,2.2,25.8,19939.66,19728,16305,
