Any,Districte,Barri,Preu_1Trim,Preu_2Trim,Preu_3Trim,Preu_4Trim,Preu_mitja,Recompte
2021,Nou Barris,el Turó de la Peira,687.2019643,671.7841346,681.7868889,691.8660674,683.1597638000001,395.0
2021,Nou Barris,Can Peguera,,,,,,5.0
2021,Nou Barris,la Guineueta,691.5908571,698.2648,653.2142373,664.2380303,676.826981175,270.0
2021,Nou Barris,Canyelles,762.4844444,673.75,769.86,763.331,742.3563611000001,39.0
2021,Nou Barris,les Roquetes,643.6096774,608.6768421,628.6898765,605.5057627,621.620539675,259.0
2021,Nou Barris,Verdun,631.6459677,648.9046269,666.6019231,647.7233962,648.7189784750001,234.0
2021,Nou Barris,la Prosperitat,671.798662,680.9139394,669.5352756,683.8946154,676.5356231000001,531.0
2021,Nou Barris,la Trinitat Nova,605.0128571,598.5741379,610.4365625,557.0167857,592.7600858000001,131.0
2021,Nou Barris,Torre Baró,,,,,,14.0
2021,Nou Barris,Ciutat Meridiana,520.2456,488.1328571,547.6558621,546.7793939,525.703428275,115.0
2021,Nou Barris,Vallbona,,,,,,7.0
2021,Nou Barris,Sant Andreu (Districte),757.7753426,757.8362369,768.8122105,772.5275754,764.2378413499999,3373.0
2021,Nou Barris,la Trinitat Vella,625.0551111,592.4375,585.0336842,626.5566667,607.2707405000001,167.0
2021,Nou Barris,Baró de Viver,,447.51,,616.7333333,532.12166665,18.0
2021,Nou Barris,el Bon Pastor,658.9087234,741.9189189,644.10525,696.8463415,685.44480845,165.0
2021,Nou Barris,Sant Andreu (Barri),762.5137333,757.2412941,792.905,754.025193,766.6713051,1231.0
2021,Nou Barris,la Sagrera,759.2758986,737.4101754,772.7737118,798.5916585,767.0128610749999,822.0
2021,Nou Barris,el Congrés i els Indians,756.8534314,791.3388889,751.8895604,799.2122449,774.8235314,399.0
2021,Nou Barris,Navas,824.1941096,827.1533775,805.2878523,825.38832,820.5059148500001,571.0
2021,Sant Martí,el Camp de l'Arpa del Clot,814.5448737,795.6396685,830.8195652,842.1266869,820.782698575,1432.0
2021,Sant Martí,el Clot,853.5735965,786.4169022,822.2024342,833.8023977,823.9988326499999,735.0
2021,Sant Martí,el Parc i la Llacuna del Poblenou,927.5312295,911.0828829,1024.373333,1040.667528,975.91374335,439.0
2021,Sant Martí,la Vila Olímpica del Poblenou,1298.89913,1248.557821,1343.124,1364.678246,1313.8147992499999,269.0
2021,Sant Martí,el Poblenou,928.5319192,912.3897857,971.2622333,970.6666547,945.712648225,1155.0
2021,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,978.358169,948.2837405,1162.898395,1205.257848,1073.6995381250001,433.0
2021,Sant Martí,el Besòs i el Maresme,704.2415957,700.8475962,736.1021782,700.5306667,710.4305092000001,404.0
2021,Sant Martí,Provençals del Poblenou,976.7242105,884.8065217,962.6590244,977.7725253,950.4905704749999,451.0
2021,Sant Martí,Sant Martí de Provençals,794.6104724,799.6892857,804.1858929,826.1590845,806.161183875,507.0
2021,Sant Martí,la Verneda i la Pau,740.8374257,728.181573,752.9293636,752.0239241,743.4930715999999,379.0
